Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
DW/H CN Equity,DATAWIND INC,-0.2019,-0.15,-0.09,-0.2184,-0.06,-0.09,-0.02,-0.0726,-0.05,-0.07,-0.53,-0.5672,-0.21,-0.2,-0.04,-0.2716, , , , , , , , , , , , , , , , , , , , ,-100.5951,-34.8126,-23.7282,-8.6225,-6.4669,-10.4785,-89.8953,-347.8304,-541.8356,-962.8842, , , , , , , ,-63.5638,-58.5333,-10.7431,-17.5746,-23.9431,-38.7938,-30.419, , , , ,-9179000,-38028000,-38416000,-42813000,35,352010,3520,192.2967,32.9541,47.4791,34.9992,6041515.5,97355080,146846064,195191472
PLAY US Equity,DAVE & BUSTER'S ENTERTAINMEN, , ,-0.13,0.37,0.49,0.31,0.11,0.55,0.75,0.51,0.26,0.65,1.02,0.73,0.3,0.88, , , , , ,34.4088,28.7087,23.7486,21.6829,23.6073,20.2498,25.8257,26.7973,23.2237,18.1072,17.871, , , ,7.1762, ,8.8082,9.6049,10.0506,11.4459,12.3146,13.0482,12.9579,14.7304,15.7705,15.9238,16.5946, , , ,3.7327, ,18.4443,18.1836,-10.9941,-17.6293,-25.0384,-20.7259,-30.3198,24.514,26.7363,26.6715,28.0918,27136000,11889000,17433000,17640000,25,253010,2530,46.9375,43.7345,37.894,41.0883,485446624,484769536,386618496,589042688
DTEA US Equity,DAVIDSTEA INC, , , ,0.6595,-7.73,-2.73,-0.04,0.61,0.06,-0.09,-0.2,0.08,-0.01,-0.22,-0.25,-0.62, , , , , , , , , ,34.7209,31.69,96.9593, , , , , , , , , , , ,-32.3956,0.4583,11.0701,7.5657,-3.2222,-4.6941,-7.5324,-8.8521,-25.197, , , , , , , ,-11.6088,-8.8307,-9.8921,-10.7982,-14.0308,-4.1804,-6.8365,-8.2103,-24.275, ,-7103000,4834000,46710000,30,303020,3030,62.086,66.0352,53.5373,47.3838, ,1310291456,1040043776,403710400
DERM US Equity,DERMIRA INC,-0.57,-0.69,-0.58,-1.04,-0.95,-0.89,-0.72,-0.21,-0.79,-0.93,-4.3,-1.34,-1.42,-0.57,-1.58,-1.7, , , , , , , , , , , , , , , , , , ,-42.23,-46.2214,-61.6419,-52.2257,-48.5656,-41.6246,-32.3377,-22.1153,-69.8856,-89.104,-80.8819,-59.7893,-49.0318,-58.7134, , , ,-46.2457,-61.7175,-52.204,-48.4733,-11.6323,-5.7199,1.4461,7.7924,12.5561,-124.9626,-131.3264,-162.9162, ,-11831922,-29387002, , ,25,251020,2510,186.3865,429.3646, , , ,350407936, , 
GSD CN Equity,DEVONIAN HEALTH GROUP INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.6327,-11.4525,-12.3422,-41.2353,-35.7188, , , , , , , , , , , , , , , , , , , 
DRNA US Equity,DICERNA PHARMACEUTICALS INC,-0.79,-0.86,-0.82,-0.76,-0.76,-0.75,-0.68,-0.68,-0.68,-1.15,-0.92,-0.91,-0.3,-0.68,-0.35,-0.29, , , , , , , , , , , , , , , , ,-46.5536,-46.9957,-57.5582,-66.4982,-78.3117,-69.7399,-77.852,-90.2454,-108.4427, , , , ,-100.2177,-74.2565,-47.7834,-47.4148,-46.9223,-57.4561, ,-78.1619,-69.5827,-77.6637,-11.8084,-7.9433,-6.3497,-2.0895,-0.2154,-139.6367,-239.6769, ,-58.8861, ,-3564058,-3317867,-3947399, , , , ,548.6917,243.5844,895.1559, ,6512075,5110670,53563100
DPWW US Equity,DIEGO PELLICER WORLDWIDE INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-13.1416,-15.6995,-16.3501,-17.1442,-14.716, , , , ,-143000000,338000000,418000000,196000000,10,101020,1010,32.9147,30.4852,33.9774,38.7817,3886051072,6801508352,6151345664,5861634560
DGLT US Equity,DIGILITI MONEY GROUP INC,-3.825,-8.1,-5.175,0.4469,-2.925,-1.98,-2.19,-1.6976,-0.83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-693.6421, , , , , , , , , , , , , , ,-13.1861,-11.2295, ,14.1227,31.4248, , , , ,-21038528,-34199692,-35247744, ,20,201040,2010,10.4079,19.0242,23.6716,16.5366,128918824,343199616,439270240,153587296
DPLO US Equity,DIPLOMAT PHARMACY INC,0.06,0.05,0.25,0.06,0.24,0.13,0.08,-0.02,0.07,0.05,0.01,0.09,-0.01,-0.05,0,-4,67.6954,80.7943,66.6572,70.3847,48.398,58.1682,52.9373,28.7374,44.3738,53.299,92.9116,100.1447,131.8122,327.0257,478.5149,4.2228,3.5471,2.4085,5.9773,6.8357,8.3056,6.5826,4.7557,1.5171,0.0283,-0.4933,-0.6904,1.9995,2.3258,2.2028,2.6344,-20.6148, , , ,7.6244,8.8491,8.1113,5.9289,-13.5128,-14.9236,-15.2714,-15.6508,-16.4036,1.5547,0.4506,0.3245,-49.7734, ,-15504000,-6354000, ,35,352010,3520, ,18.1656,12.7002, , ,17047440,7640710.5, 
DKGH US Equity,DKG CAPITAL INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-14.4694,-17.793,-12.6308,-9.5538,-16.208, , , , , ,-1472289,-1177478,-4368269,35,352010,3520, ,173.1942,66.1061,13.2274, , ,23623252,120064224
LPG US Equity,DORIAN LPG LTD,0.07,0.07,0.16,0.15,0.24,0.72,0.97,0.36,-0.02,-0.13,0.09,0.04,-0.12,-0.22,0.03,-0.06, , , ,26.5121,26.4668,7.5789,5.6881,3.7679,3.067,4.7899,963.7281, , , , , , , , ,3.1747,3.5103,6.8545,9.1164,11.0015,10.4881,6.5153,2.6544,0.7941,-0.0549,-0.1874,0.4223,-0.1277, , , ,3.2274,4.0575,8.1693,12.8704,-15.2575,-19.4398,-19.6766,-25.7065,-67.5267,-0.7039,-1.2057,-1.5484,-2.1081,6253000,16280000,17096000, ,40,401020,4010,87.2535,89.7076,90.432,90.0472,126723944,133231528,201216336,143542336
DRNG US Equity,DRONE GUARDER INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-15.3124,-12.9898,-9.5677,-5.1498,-3.2271, , , , ,-10234, , , , , , ,29.1907, , , , , , , 
DSE US Equity,DUFF & PHELPS SEL MLP & MIDS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-16.4724,-17.9179,-16.7326,-15.4395,-17.144, , , , ,-10359000,-57083000,58351000,56921000,10,101020,1010,39.8423,52.9731,72.3239,80.4057,476127520,703042304,727906624,734780864
DLTH US Equity,DULUTH HOLDINGS INC - CL B, , ,0.13,0.58,0.11,0.24,0.06,0.59,0.1,0.11,0.01,0.44,0.01,0.13,-0.03,0.61, , , , , , , ,16.675,24.2729,29.1728,33.3555,35.3352,39.5493,33.7206,37.4815,28.6837, , , , , , , ,39.5043, ,34.3145,26.7002,19.4051,16.4948,15.8536,12.0526,16.3166, , , , , , , ,-17.0665,-19.7383,-18.8374,-16.7414,-14.0784,18.0678,17.9679,16.7238,18.8887,-106000000,251000000,-166000000,-268000000,10,101020,1010,89.388,87.2716,92,114.3267,1086240000,1644050048,594720000,179200000
EGRX US Equity,EAGLE PHARMACEUTICALS INC,1.38,-0.53,-0.65,0.08,-0.06,0.84,0.77,3.75,1.5,0.3,1.03,0.61,0.18,0.18,0.94,0.88,698.1667, , ,443.35, ,375.9486,46.906,24.9769,17.5621,18.7393,13.305,15.1212,24.1078,29.6323,28.1915,15.7091,2.8655,-4.4817,-6.8985,4.3296,-18.4838,3.1459,26.2093,67.3847,81.2217,70.7843,61.7453,27.8984,16.7548,15.905,13.3152,15.7253,2.9178,-4.4667,-6.8801,4.3501,-18.4641,3.1868,26.2736,-17.1158, ,-17.3908,-19.873,-10.8593,18.3383,16.9699,15.555,18.7728,7884000,12752000,20755000,27835000,40,401010,4010,89.4539,88.2326,88.1992,88.7747,192072288,392925568,517184544,563051584
ECC US Equity,EAGLE POINT CREDIT CO INC,0.27,0.46,-2.2, ,-0.1, ,2.8, , , , , ,0.3801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-18.2421,-16.0426,-11.7591,-12.1171,-12.2184, , , , ,8376000,-991000,55945000,178368992,25,255020,2550,40.242,40.6812,34.4608,55.5472,929773312,1366162432,2490180864,5697540096
DEA US Equity,EASTERLY GOVERNMENT PROPERTI,-0.22,0.02,0.02,0,0.03,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.01, , , ,81.9363,264.5714,281.8571,272.5714,200.2,197.9,209.5,206.7,200.8943,192.0452,186.0202,166.6595,174.2222, , , ,0.3482,1.1449,1.1758,1.2881,1.4172,1.4719,1.4525,1.7047,1.9311,2.1894,2.0604,1.9442,1.8718, , , ,-0.5023,0.4903,0.4291,0.5175,-20.052, , , , ,0.7796,0.6999,0.8178,0.7304,1949000,3039000,3196000,1574000,45,451030,4510,129.9968,60.9018,76.3164,83.9202, ,500929920,1684608640,1685782912
ETBI US Equity,EASTGATE BIOTECH CORP,-0.01,-0.01,0,-0.0029,-0.01,-0.002,-0.002,-0.003,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-20.6207,-20.2105,-17.0737,-15.6231,-14.1294, , , , ,-11965000,-19579000,-21958000,-16587000,45,453010,4530,152.8054,35.2069,65.3784,44.6753, ,103609480,96129008,95905512
EBM CN Equity,EASTWOOD BIO-MEDICAL CANADA,0,0,0,-0.0006,0,0,0,-0.0017,0,0,0,-0.0018,0,0,0,-0.0049, , , , , , , , , , , , , , , , , , , ,-7.1667,-5.2061,-8.2998,-11.7169,-14.3627,-16.1058,-16.7447,-17.4481,-18.866,-20.9858,-26.1085,-28.8,-27.7493, , , ,-6.7517,-4.5818,-7.4198,-11.3637,-22.657,-23.0777,-20.3044,-21.7481,-24.8956,-18.3804,-23.1071,-25.9129,-37.0644,-38137544,-16254993,-8200959,-56507000,35,352020,3520,40.6479,7.0392,34.2826,682.4439,19112522,15487916,27008576,108383768
EHT US Equity,EATON VANCE HIGH INCOME 2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-23.6328,-8.5161,-9.0923,-8.2059,-7.0812, , , , ,-24983000,-51036000,-55806000, ,35,351030,3510,7.9699,23.9803,20.2934, ,714684928,1005421440,951738816, 
EBML US Equity,EBULLION INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-25.4226,-36.7154,-49.791,-53.5848,-66.1829, , , , ,-49395, , , , , , ,10476.623, ,256.6489, , , ,18526526, 
ECM CN Equity,ECOLOMONDO CORP, , , , , , ,-0.024, , , ,-0.003,-0.0041,0,0,-0.002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-53.0573, , , , , , , , ,-26.3564,-34.6867,-45.3603,-62.7696,-52.3741, , ,-67.3528, , , , , , , , , , , , , , , , 
EDIT US Equity,EDITAS MEDICINE INC, , , ,-4.05,-0.8,-0.54,-0.59,-1.1,-0.85,-0.65,-0.64,-0.84,-0.67,-0.82,-0.32,-0.5216, , , , , , , , , , , , , , , , , , , , , , ,-42.5481,-65.5548,-47.0415,-52.8311,-59.3879,-56.014,-45.032,-53.7739,-52.6195,-43.6387, , , , , , , ,-27.0119,-44.2971,-31.7316,-55.8029,-51.1837,-52.9394,-63.6265,-60.2078,-49.5018,-507472,60732000,9015000,10385000,45,451020,4510,3.5081,135.0599,100.5835,111.0384,101776456,648568768,843239296,563036096
EHIC US Equity,EHI CAR SERVICES - SPON ADR,0.06,11.72,0.09,-0.18,-0.05,0.02,0.32,0.2,0.44,0.44, , , , , , , , ,978.0605,28.4062,29.1444, ,642.7812,137.1767,73.3202,50.8547, , , , , , , ,-0.7355,0.3758,1.2344,1.8022,1.743,2.2805,2.6269,3.0331,3.7662, , , , , , , ,20.9251, ,22.0554,21.7933,-0.2482,0.1771,-27.504,-17.2845,-20.4187,-17.14,-8.2401, , , , , , , , ,25,252010,2520, , , , , , , , 
EIGR US Equity,EIGER BIOPHARMACEUTICALS INC,-4.15,-13.3401,-14.7,-25.7807,-10.42,-1.87,-1.49,-1.53,-1.34,-1.33,-1.1,-1.1103,-0.84,-0.82,-1.2,-0.92, , , , , , , , , , , , , , , , ,-44.0527,-44.4997,-27.0516,-31.7446,-34.9221,-65.627,-91.3982,-166.697,-97.5296,-116.6331,-110.564,-89.9279,-104.097,-72.1362,-105.7078,-79.0733,-48.7998,-50.5274,-29.7369, ,-39.8137,-75.7728,-93.5406,-27.6192,-74.3158,-13.1157,-1.0881,-30.4377,-175.6102,-110.9574,-201.9904,-117.582,-368136000,-759875968,-1093235968,-370863008,10,101020,1010,53.8453,36.4684,47.5533,50.5751, ,3443565568,2459809280,736449216
LOCO US Equity,EL POLLO LOCO HOLDINGS INC,0.18,0.19,0.12,0.14,0.14,0.19,0.14,0.01,0.13,0.2,-0.11,0,0.07,0.13,0.18,-0.6,13.6555,10.2252,8.4788,24.6129,27.255,25.5419,19.9676,20.5024,20.1767,22.9106,18.1992,14.9125,13.4251,15.7206,17.9744,20.5379,24.6987,23.5587,8.6917,7.1523,6.6267,6.5529,6.7455,5.538,5.31,5.3812,2.9691,1.5415,0.7259,0.2284,3.186,-1.9533,32.2137,30.6746,10.599,10.5724,9.7093,9.3362,9.2493,-27.7932,-32.8295,-37.8147,-43.0164,-55.3712,2.3025,1.2548,5.1011,-3.33,-4459169,-8424180,-6505540,-10864512,35,352020,3520,35.9807,103.3854,113.4699,37.4238,20980966,16513339,18465262,20368532
ELF US Equity,ELF BEAUTY INC, , , , , , ,-73.13,0.15,0.05,0.09,0.13,0.47,0.01,0.03,0.08,0.2, , , , , , , , , , ,52.4103,47.0705,43.7358,38.4007,36.8512,25.4048, , , , , , , , , ,6.6585,8.4941,12.0221,11.8249,10.5008,9.2675,5.7049, , , , , , , ,-27.9833,-30.743,-47.5676,-44.6116,-71.0554,18.3938,16.1487,14.3262,7.3371,-186920,-12576,-76415,-51563, , , ,42.0638,286.6356,1017.6678,2445.8279,8389368, , , 
ELIO US Equity,ELIO MOTORS INC, , ,-0.19,-0.345,-0.36,-0.521,-0.46,-0.6457,-0.18,0.0163, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-28.4917,-28.5769,-23.3528,-19.2534,-4.4228, , , , ,-101614704,-132405000, , ,60,601010,6010,57.0297,48.8186,45.4857,47.035,131406064,193642144,263306496,138899440
ELTZ US Equity,ELITE GROUP INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-29.2409,-32.2628,-38.2765,-33.5188,-41.2094, , , , ,-51454000,-249984992,33065000,202064000,40,401010,4010,91.8372,89.9143,87.3781,86.9206, ,625593792,1282186368,1075973120
EMBI US Equity,EMERALD BIOSCIENCE INC,-0.06,-0.13,-0.07, ,-0.08,0.03,-0.05,-0.0563,-0.09,-0.02,-0.02,-0.0322,-0.09,-0.02,-0.02,-0.0465, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-29.9097,-34.403,-43.2331,-53.2498,-45.8454, , , , ,522358016,829651968,473895008,633246976,25,251020,2510,100.5007,91.4328,81.0694,72.0958,8345532928,10414347264,16478060544,16838763520
ENBL US Equity,ENABLE MIDSTREAM PARTNERS LP,0.22,0.18,-2.33,0.154,0.19,0.08,0.26,0.14,0.26,0.2,0.24,0.23,0.24,0.2,0.3,0.38,14.2355,15.3352,158.1206, , , ,19.6177,22.325,21.5468,17.9103,18.6415,15.1721,14.8988,18.214,16.4716,12.5327,4.7029,4.2758,-5.9014,-6.5121,-6.4441,-6.7945,3.2947,3.5427,3.8587,4.4631,4.454,4.7391,4.703,4.7516,5.0242,5.5601,5.5729,4.9076,-8.486,-9.2208,-9.329,-9.8881,4.0177,-31.6528,-16.7643,-13.3665,-10.0245,-9.2204,5.3875,5.4235,5.7811,6.6982,-20548000,5856000,-75013000,-84164000,35,352010,3520,58.1734,62.7072,39.0488,39.9874,1888683008,1362430976,3910405120,3953793024
WATT US Equity,ENERGOUS CORP,-0.54,-0.48,-0.43,-0.61,-0.66,-0.62,-0.57,-0.75,-0.61,-0.63,-0.58,-0.5,-0.55,-0.48,-0.49,-0.48, , , , , , , , , , , , , , , , , ,-126.1895,-154.958,-91.0034,-133.9701,-212.0811,-194.8341,-158.4966,-233.972,-407.7372,-244.784,-245.0213,-160.2616,-209.7256,-215.147,-337.9441, ,-126.1987,-154.896,-90.9699,-133.9336,-212.033,-194.7939,-32.8404,-39.8026,-50.8182,-62.1066,-56.6328,-160.2331,-209.6743,-215.081,-337.4811,66918672,15681127, , ,40,402030,4020,101.6318,103.0684, , ,158616832,331376832, , 
ENLV US Equity,ENLIVEX THERAPEUTICS LTD,9.2, , ,-13.6,-12.8,-8.8,-11.2,-7.6,-6.4,-4,-2.56,-1.3621, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-106.8382,-119.5537,-112.1056,-100.661, , , , , , , , , , , ,-32.9398,-32.0975,-31.8113,-31.5963,-31.2543, , , , ,-46729,-23876,-838,-1611218,50,502020,5020,3937.1846,1848.1895,1819.8059,123.336, , ,2061400, 
ENOB US Equity,ENOCHIAN BIOSCIENCES INC,-0.13,-0.15, , ,-0.04,-0.04,-0.02,-0.0793,-0.08,-0.1,-0.03,-0.009,-0.02,-0.078,-0.12,-0.1342, , , , , , , , , , , , , , , , ,-251.3367,-2959.7158, , , , , , ,-947.2688, , ,-146.8946,-134.4586,-417.2268,-7.5321,-10.458, , , , , , , ,-33.0735,-35.8565,-35.5423,-33.6768,-32.1393, , , ,-11.6266,513000000,1879000064,1776000000,1996999936,45,451020,4510,89.1246,89.5662,87.3915,81.6213,14405237760,12941280256,15456749568,15844670464
ENFC US Equity,ENTEGRA FINANCIAL CORP,0.4,2.61,0.33,0.3,0.21,0.13,0.28,0.36,0.2,0.33,0.38,-0.48,0.52,0.45,0.51,0.54, , , ,18.8272,20.3819,16.9338,17.3469,17.0224,19.2159,17.7229,18.0006,20.5383,16.9432,16.0841,13.6794,10.1052, , , , ,8.6773,2.127,1.9183,1.7697,2.0458,2.3651,2.5385,1.03,1.7713,2.0298,2.1921,3.6975, , , , ,18.3487,4.7926,4.4336,-33.2679,-35.2039,-36.3977,-40.9628,-42.4456,3.3889,3.9645,4.5948,8.8578, , , , , , , , , , , , , , , 
EYGY US Equity,ENTERPRISE ENERGY INC,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-91.0817,-377.0346,-789.8631,-5402.5508, , , , , , , , , , , , ,-91.0817, , , ,-33.285,-19.4894,-34.5043,-156.826,-244.3877, , , , ,12815000,18103000,5461000,23102000,40,401010,4010,91.9011,91.7153,91.7744,91.8951,142672384,182066624,220179376,204414528
EVA US Equity,ENVIVA PARTNERS LP, ,0.24,0.27,0.29,0.3,0.48,0.51,-0.3201,0.0964,0.1468,0.2409,0.2973,-0.734,0.1342,0.5044,0.3545, , , , ,16.7493,16.2139,16.1,19.0139,22.0779,27.482,41.0222,28.3136,296.1554,1118.1556,121.4348,70.9971, ,5.3155,5.5401,6.5271,9.5288,8.8505,9.2131,6.0518,6.2906,5.4145,5.2317,6.7287,4.1517,4.116,5.7584,5.8192, ,3.444,2.8959,6.1674,8.9844,9.8034,11.6712,-33.3204,-31.8093,-30.7484,-27.4512,-25.2967,-0.5547,-0.7246,2.475,3.8938,123484000,204406000,259706000,315532992,40,401010,4010,85.8576,87.4046,87.6758,87.8002, ,4856964096,4073200640,3036020480
EPE US Equity,EP ENERGY CORP-CL A,0.08,-0.87,0.72,-15.291,0.39,0.25,-0.18,-0.5691,-0.19,-0.01,-0.29,-0.2915,0.07,-0.23,-0.18,-3.7, , , , ,8.7072,5.1454,5.2192,10.6906,26.5314, , , , , , , ,12.4537,11.521,9.6959,-49.0364,-46.9082,-43.8887,-46.0696,9.5595,7.4049,3.603,1.691,0.6408,1.0918,0.2847,1.7228,-18.7322,21.2874,19.7146,15.314,-150.916,-144.4073,-137.4444,-142.189,-34.9999,35.5133,-13.8559, , ,-26.7081,-40.2626,-38.6139, ,-2439000,8522000,179000,10496000,40,401010,4010,79.6455,81.2157,83.6605,86.3148,163361488,161500656,187696848,165651360
EQBK US Equity,EQUITY BANCSHARES INC - CL A, , ,0.43,0.35,0.42,0.35,0.32,0.04,0.41,0.52,0.42,0.32,0.6,0.45,0.65,0.63, , , , , ,13.6903,17.0867,23.1819,21.375,18.4467,19.9225,17.8676,18.3844,17.9104,15.5194,13.3434, , , , , , ,3.7807,2.4847,3.0673,3.6331,4.4164,3.4947,3.989,3.391,4.1279,4.5823, , , , , , ,8.4612,-35.1243,-23.2481,-9.1695,-6.8217,1.5102,7.4152,6.9533,8.2098,8.6421,-122050,-8600,8654,-27302, , , ,118.606,145.5443,260.3901,1130.1498, , , ,17280000
ETSY US Equity,ETSY INC,-0.84,-0.07,-0.06,-0.04,0.01,-0.06,-0.02,-0.19,0,0.1,0.22,0.37,0.11,0.03,0.17,0.34, , , , , , , , , , ,87.9666,37.3345,43.1599,81.5283,115.1476,79.6097, , , ,-21.1212,-11.9885,-11.8484,-10.8473,-8.1578,-8.6234,-2.6045,3.9324,16.6617,16.0813,17.3025,16.8203,16.4395, , , ,-27.1956,-8.4793,-5.2345,-3.8217,-36.253,-29.3258,-27.2436,-22.25,-27.0412,28.0156,25.6196,21.8057,19.4264, , , , , , , , , , , , , , , 
ERE-U CN Equity,EUROPEAN COMMERCIAL REAL EST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-36.4382,-52.0849,-44.0949,-53.9418,-69.8982, , , , , , , , , , , , , , , , , , , 
EVE CN Equity,EVE & CO INC, , , , , , , , ,-0.005,-0.005,0,-0.004,-0.005, ,-0.02,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-40.5243, , , , , , , , , , ,-36.6661,-43.2548,-48.1081,-53.9856,-67.0761,-40.5243, , , , , , , , , , , , , , , , , , 
EVBG US Equity,EVERBRIDGE INC, , , , , , ,-0.18,-0.1,-0.23,-0.12,-0.15,-0.2,-0.43,-0.59,-0.29,-0.33, , , , , , , , , , , , , , , , , , , , , , , , , ,-79.1999,-35.9274,-20.5466,-25.7837,-38.3328,-42.403,-30.8023, , , , , , , ,-36.7,-39.0957,-38.3662,-35.0752,-34.717,-52.3208,-78.838,-91.6236,-96.8222, , , , , , , , , , , , , , , 
MRAM US Equity,EVERSPIN TECHNOLOGIES INC, , , , , , ,-0.54,-0.6838,-0.49,-0.42,-0.43,-0.3459,-0.09,-0.4,-0.33,-0.2482, , , , , , , , , , , , , , , , , , , , , , , ,-79.1873, ,-116.8975,-156.1324,-66.4999,-40.373,-47.3672,-52.4684,-55.4776, , , , , , , ,-36.8143,-47.246,-55.5044,-50.8711,-61.5095,-56.0146,-71.1521,-85.7451,-99.1705, , , , , , , , , , , , , , , 
EVFM US Equity,EVOFEM BIOSCIENCES INC,-3,-4.14,-7.56,-4.14,-2.64,-1.14,-1.02,-0.84,-18.84,-22.6817,-0.78,-1.0209,-4.62,-1.11,-0.71,-0.58, , , , , , , , , , , , , , , , , , ,-127.0145,-78.0396,-91.4944,-87.6946,-70.2301,-54.5305,-73.8771,-116.545,-163.7108,-213.8454, ,-994.1116, , , , , ,-96.9225,-109.6093,-108.0757,-88.4248,-37.0015,-46.4225,-58.2357,-32.949,-36.0734, ,-1640.2156, , ,78591000,60080000,-24919000,60327000,45,452030,4520,35.3912,45.1936,47.9188,51.4408,6355386880,1651855232,1363299712,1254243328
EVH US Equity,EVOLENT HEALTH INC - A, ,25.69,-0.29,-0.1,-2.91,-0.2,-0.26,-0.33,-0.34,-0.28,-0.18,-0.18,-0.18,-0.13,-0.16,-0.21, , , , ,3.4868,50.6619,58.2402,45.5116, , , , , , , , , , , ,-8.3535,-53.0527,-24.6758,-24.8068,-23.0574,-8.3679,-9.1639,-8.1231,-6.1316,-5.402,-4.5232,-4.12, , , , , , ,-19.8093,-24.2294,-37.2139,-36.8212,-35.8892,-35.0718,-37.646,-6.2755,-5.1857,-4.7737, ,-14055000,5707000,8456000,29361000,45,451030,4510,73.5169,71.1818,63.4638,63.8307,445135488,757220992,1409004160,2588661248
EVBC US Equity,EVOLUTION BLOCKCHAIN GROUP I,-0.08,-0.08,0,-0.0233,-0.08,0,0, , , , , ,0,0,-0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-37.2914,-35.8551,-42.0224,-37.6409,-39.5371, , , , ,0,0,0, , , , , , , , , , , , 
EXDID US Equity,EXACTUS INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-37.5303,-95.6081,-95.4846,-122.5543,-147.8723, , , , ,-21011736,-32611252,-27835696,-23598660,35,352020,3520,3.0266,6.1656,16.8231,10.6536,195983152,88565656,62112152,5960432.5
XELAU US Equity,EXELA TECHNOLOGIES INC,-0.02,0,-0.01,-0.0107,-0.01,0.01,-0.18,-0.212,-0.5436,-0.28,-0.92,-0.4,-1.64,-0.17,-0.2,-0.54, , , , , , , , , , , , , , , , , , , , ,-0.161,-0.233,1.7147,4.3774,10.1353,9.7981,-4.964,-9.268,-12.6863,-12.354,-2.2146,-3.5743, , , , ,-0.0749,-0.0582,-3.5119,-37.9039,-35.4536,-25.8765,-25.406,-24.1378, , , , ,-44145960,-70911344,-109977000, ,35,352010,3520,18.2101,17.3384,41.0233,62.78,415661504,602315264,941776832,429552576
