Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4
DGLT US Equity,DIGILITI MONEY GROUP INC,-3.825,-8.1,-5.175,0.4469,-2.925,-1.98,-2.19,-1.6976,-0.83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-693.6421, , , , , , , , , , , , , , ,-13.1861,-11.2295, ,14.1227,31.4248, , , , 
DPLO US Equity,DIPLOMAT PHARMACY INC,0.06,0.05,0.25,0.06,0.24,0.13,0.08,-0.02,0.07,0.05,0.01,0.09,-0.01,-0.05,0,-4,67.6954,80.7943,66.6572,70.3847,48.398,58.1682,52.9373,28.7374,44.3738,53.299,92.9116,100.1447,131.8122,327.0257,478.5149,4.2228,3.5471,2.4085,5.9773,6.8357,8.3056,6.5826,4.7557,1.5171,0.0283,-0.4933,-0.6904,1.9995,2.3258,2.2028,2.6344,-20.6148, , , ,7.6244,8.8491,8.1113,5.9289,-13.5128,-14.9236,-15.2714,-15.6508,-16.4036,1.5547,0.4506,0.3245,-49.7734
DKGH US Equity,DKG CAPITAL INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-14.4694,-17.793,-12.6308,-9.5538,-16.208, , , , 
LPG US Equity,DORIAN LPG LTD,0.07,0.07,0.16,0.15,0.24,0.72,0.97,0.36,-0.02,-0.13,0.09,0.04,-0.12,-0.22,0.03,-0.06, , , ,26.5121,26.4668,7.5789,5.6881,3.7679,3.067,4.7899,963.7281, , , , , , , , ,3.1747,3.5103,6.8545,9.1164,11.0015,10.4881,6.5153,2.6544,0.7941,-0.0549,-0.1874,0.4223,-0.1277, , , ,3.2274,4.0575,8.1693,12.8704,-15.2575,-19.4398,-19.6766,-25.7065,-67.5267,-0.7039,-1.2057,-1.5484,-2.1081
DRNG US Equity,DRONE GUARDER INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-15.3124,-12.9898,-9.5677,-5.1498,-3.2271, , , , 
DSE US Equity,DUFF & PHELPS SEL MLP & MIDS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-16.4724,-17.9179,-16.7326,-15.4395,-17.144, , , , 
DLTH US Equity,DULUTH HOLDINGS INC - CL B, , ,0.13,0.58,0.11,0.24,0.06,0.59,0.1,0.11,0.01,0.44,0.01,0.13,-0.03,0.61, , , , , , , ,16.675,24.2729,29.1728,33.3555,35.3352,39.5493,33.7206,37.4815,28.6837, , , , , , , ,39.5043, ,34.3145,26.7002,19.4051,16.4948,15.8536,12.0526,16.3166, , , , , , , ,-17.0665,-19.7383,-18.8374,-16.7414,-14.0784,18.0678,17.9679,16.7238,18.8887
EGRX US Equity,EAGLE PHARMACEUTICALS INC,1.38,-0.53,-0.65,0.08,-0.06,0.84,0.77,3.75,1.5,0.3,1.03,0.61,0.18,0.18,0.94,0.88,698.1667, , ,443.35, ,375.9486,46.906,24.9769,17.5621,18.7393,13.305,15.1212,24.1078,29.6323,28.1915,15.7091,2.8655,-4.4817,-6.8985,4.3296,-18.4838,3.1459,26.2093,67.3847,81.2217,70.7843,61.7453,27.8984,16.7548,15.905,13.3152,15.7253,2.9178,-4.4667,-6.8801,4.3501,-18.4641,3.1868,26.2736,-17.1158, ,-17.3908,-19.873,-10.8593,18.3383,16.9699,15.555,18.7728
ECC US Equity,EAGLE POINT CREDIT CO INC,0.27,0.46,-2.2, ,-0.1, ,2.8, , , , , ,0.3801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-18.2421,-16.0426,-11.7591,-12.1171,-12.2184, , , , 
DEA US Equity,EASTERLY GOVERNMENT PROPERTI,-0.22,0.02,0.02,0,0.03,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.01, , , ,81.9363,264.5714,281.8571,272.5714,200.2,197.9,209.5,206.7,200.8943,192.0452,186.0202,166.6595,174.2222, , , ,0.3482,1.1449,1.1758,1.2881,1.4172,1.4719,1.4525,1.7047,1.9311,2.1894,2.0604,1.9442,1.8718, , , ,-0.5023,0.4903,0.4291,0.5175,-20.052, , , , ,0.7796,0.6999,0.8178,0.7304
ETBI US Equity,EASTGATE BIOTECH CORP,-0.01,-0.01,0,-0.0029,-0.01,-0.002,-0.002,-0.003,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-20.6207,-20.2105,-17.0737,-15.6231,-14.1294, , , , 
EBM CN Equity,EASTWOOD BIO-MEDICAL CANADA,0,0,0,-0.0006,0,0,0,-0.0017,0,0,0,-0.0018,0,0,0,-0.0049, , , , , , , , , , , , , , , , , , , ,-7.1667,-5.2061,-8.2998,-11.7169,-14.3627,-16.1058,-16.7447,-17.4481,-18.866,-20.9858,-26.1085,-28.8,-27.7493, , , ,-6.7517,-4.5818,-7.4198,-11.3637,-22.657,-23.0777,-20.3044,-21.7481,-24.8956,-18.3804,-23.1071,-25.9129,-37.0644
EHT US Equity,EATON VANCE HIGH INCOME 2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-23.6328,-8.5161,-9.0923,-8.2059,-7.0812, , , , 
EBML US Equity,EBULLION INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-25.4226,-36.7154,-49.791,-53.5848,-66.1829, , , , 
ECM CN Equity,ECOLOMONDO CORP, , , , , , ,-0.024, , , ,-0.003,-0.0041,0,0,-0.002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-53.0573, , , , , , , , ,-26.3564,-34.6867,-45.3603,-62.7696,-52.3741, , ,-67.3528, 
EDIT US Equity,EDITAS MEDICINE INC, , , ,-4.05,-0.8,-0.54,-0.59,-1.1,-0.85,-0.65,-0.64,-0.84,-0.67,-0.82,-0.32,-0.5216, , , , , , , , , , , , , , , , , , , , , , ,-42.5481,-65.5548,-47.0415,-52.8311,-59.3879,-56.014,-45.032,-53.7739,-52.6195,-43.6387, , , , , , , ,-27.0119,-44.2971,-31.7316,-55.8029,-51.1837,-52.9394,-63.6265,-60.2078,-49.5018
EHIC US Equity,EHI CAR SERVICES - SPON ADR,0.06,11.72,0.09,-0.18,-0.05,0.02,0.32,0.2,0.44,0.44, , , , , , , , ,978.0605,28.4062,29.1444, ,642.7812,137.1767,73.3202,50.8547, , , , , , , ,-0.7355,0.3758,1.2344,1.8022,1.743,2.2805,2.6269,3.0331,3.7662, , , , , , , ,20.9251, ,22.0554,21.7933,-0.2482,0.1771,-27.504,-17.2845,-20.4187,-17.14,-8.2401, , , , 
EIGR US Equity,EIGER BIOPHARMACEUTICALS INC,-4.15,-13.3401,-14.7,-25.7807,-10.42,-1.87,-1.49,-1.53,-1.34,-1.33,-1.1,-1.1103,-0.84,-0.82,-1.2,-0.92, , , , , , , , , , , , , , , , ,-44.0527,-44.4997,-27.0516,-31.7446,-34.9221,-65.627,-91.3982,-166.697,-97.5296,-116.6331,-110.564,-89.9279,-104.097,-72.1362,-105.7078,-79.0733,-48.7998,-50.5274,-29.7369, ,-39.8137,-75.7728,-93.5406,-27.6192,-74.3158,-13.1157,-1.0881,-30.4377,-175.6102,-110.9574,-201.9904,-117.582
LOCO US Equity,EL POLLO LOCO HOLDINGS INC,0.18,0.19,0.12,0.14,0.14,0.19,0.14,0.01,0.13,0.2,-0.11,0,0.07,0.13,0.18,-0.6,13.6555,10.2252,8.4788,24.6129,27.255,25.5419,19.9676,20.5024,20.1767,22.9106,18.1992,14.9125,13.4251,15.7206,17.9744,20.5379,24.6987,23.5587,8.6917,7.1523,6.6267,6.5529,6.7455,5.538,5.31,5.3812,2.9691,1.5415,0.7259,0.2284,3.186,-1.9533,32.2137,30.6746,10.599,10.5724,9.7093,9.3362,9.2493,-27.7932,-32.8295,-37.8147,-43.0164,-55.3712,2.3025,1.2548,5.1011,-3.33
ELF US Equity,ELF BEAUTY INC, , , , , , ,-73.13,0.15,0.05,0.09,0.13,0.47,0.01,0.03,0.08,0.2, , , , , , , , , , ,52.4103,47.0705,43.7358,38.4007,36.8512,25.4048, , , , , , , , , ,6.6585,8.4941,12.0221,11.8249,10.5008,9.2675,5.7049, , , , , , , ,-27.9833,-30.743,-47.5676,-44.6116,-71.0554,18.3938,16.1487,14.3262,7.3371
ELIO US Equity,ELIO MOTORS INC, , ,-0.19,-0.345,-0.36,-0.521,-0.46,-0.6457,-0.18,0.0163, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-28.4917,-28.5769,-23.3528,-19.2534,-4.4228, , , , 
ELTZ US Equity,ELITE GROUP INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-29.2409,-32.2628,-38.2765,-33.5188,-41.2094, , , , 
EMBI US Equity,EMERALD BIOSCIENCE INC,-0.06,-0.13,-0.07, ,-0.08,0.03,-0.05,-0.0563,-0.09,-0.02,-0.02,-0.0322,-0.09,-0.02,-0.02,-0.0465, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-29.9097,-34.403,-43.2331,-53.2498,-45.8454, , , , 
ENBL US Equity,ENABLE MIDSTREAM PARTNERS LP,0.22,0.18,-2.33,0.154,0.19,0.08,0.26,0.14,0.26,0.2,0.24,0.23,0.24,0.2,0.3,0.38,14.2355,15.3352,158.1206, , , ,19.6177,22.325,21.5468,17.9103,18.6415,15.1721,14.8988,18.214,16.4716,12.5327,4.7029,4.2758,-5.9014,-6.5121,-6.4441,-6.7945,3.2947,3.5427,3.8587,4.4631,4.454,4.7391,4.703,4.7516,5.0242,5.5601,5.5729,4.9076,-8.486,-9.2208,-9.329,-9.8881,4.0177,-31.6528,-16.7643,-13.3665,-10.0245,-9.2204,5.3875,5.4235,5.7811,6.6982
WATT US Equity,ENERGOUS CORP,-0.54,-0.48,-0.43,-0.61,-0.66,-0.62,-0.57,-0.75,-0.61,-0.63,-0.58,-0.5,-0.55,-0.48,-0.49,-0.48, , , , , , , , , , , , , , , , , ,-126.1895,-154.958,-91.0034,-133.9701,-212.0811,-194.8341,-158.4966,-233.972,-407.7372,-244.784,-245.0213,-160.2616,-209.7256,-215.147,-337.9441, ,-126.1987,-154.896,-90.9699,-133.9336,-212.033,-194.7939,-32.8404,-39.8026,-50.8182,-62.1066,-56.6328,-160.2331,-209.6743,-215.081,-337.4811
ENLV US Equity,ENLIVEX THERAPEUTICS LTD,9.2, , ,-13.6,-12.8,-8.8,-11.2,-7.6,-6.4,-4,-2.56,-1.3621, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-106.8382,-119.5537,-112.1056,-100.661, , , , , , , , , , , ,-32.9398,-32.0975,-31.8113,-31.5963,-31.2543, , , , 
ENOB US Equity,ENOCHIAN BIOSCIENCES INC,-0.13,-0.15, , ,-0.04,-0.04,-0.02,-0.0793,-0.08,-0.1,-0.03,-0.009,-0.02,-0.078,-0.12,-0.1342, , , , , , , , , , , , , , , , ,-251.3367,-2959.7158, , , , , , ,-947.2688, , ,-146.8946,-134.4586,-417.2268,-7.5321,-10.458, , , , , , , ,-33.0735,-35.8565,-35.5423,-33.6768,-32.1393, , , ,-11.6266
ENFC US Equity,ENTEGRA FINANCIAL CORP,0.4,2.61,0.33,0.3,0.21,0.13,0.28,0.36,0.2,0.33,0.38,-0.48,0.52,0.45,0.51,0.54, , , ,18.8272,20.3819,16.9338,17.3469,17.0224,19.2159,17.7229,18.0006,20.5383,16.9432,16.0841,13.6794,10.1052, , , , ,8.6773,2.127,1.9183,1.7697,2.0458,2.3651,2.5385,1.03,1.7713,2.0298,2.1921,3.6975, , , , ,18.3487,4.7926,4.4336,-33.2679,-35.2039,-36.3977,-40.9628,-42.4456,3.3889,3.9645,4.5948,8.8578
EYGY US Equity,ENTERPRISE ENERGY INC,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-91.0817,-377.0346,-789.8631,-5402.5508, , , , , , , , , , , , ,-91.0817, , , ,-33.285,-19.4894,-34.5043,-156.826,-244.3877, , , , 
EVA US Equity,ENVIVA PARTNERS LP, ,0.24,0.27,0.29,0.3,0.48,0.51,-0.3201,0.0964,0.1468,0.2409,0.2973,-0.734,0.1342,0.5044,0.3545, , , , ,16.7493,16.2139,16.1,19.0139,22.0779,27.482,41.0222,28.3136,296.1554,1118.1556,121.4348,70.9971, ,5.3155,5.5401,6.5271,9.5288,8.8505,9.2131,6.0518,6.2906,5.4145,5.2317,6.7287,4.1517,4.116,5.7584,5.8192, ,3.444,2.8959,6.1674,8.9844,9.8034,11.6712,-33.3204,-31.8093,-30.7484,-27.4512,-25.2967,-0.5547,-0.7246,2.475,3.8938
EPE US Equity,EP ENERGY CORP-CL A,0.08,-0.87,0.72,-15.291,0.39,0.25,-0.18,-0.5691,-0.19,-0.01,-0.29,-0.2915,0.07,-0.23,-0.18,-3.7, , , , ,8.7072,5.1454,5.2192,10.6906,26.5314, , , , , , , ,12.4537,11.521,9.6959,-49.0364,-46.9082,-43.8887,-46.0696,9.5595,7.4049,3.603,1.691,0.6408,1.0918,0.2847,1.7228,-18.7322,21.2874,19.7146,15.314,-150.916,-144.4073,-137.4444,-142.189,-34.9999,35.5133,-13.8559, , ,-26.7081,-40.2626,-38.6139, 
EQBK US Equity,EQUITY BANCSHARES INC - CL A, , ,0.43,0.35,0.42,0.35,0.32,0.04,0.41,0.52,0.42,0.32,0.6,0.45,0.65,0.63, , , , , ,13.6903,17.0867,23.1819,21.375,18.4467,19.9225,17.8676,18.3844,17.9104,15.5194,13.3434, , , , , , ,3.7807,2.4847,3.0673,3.6331,4.4164,3.4947,3.989,3.391,4.1279,4.5823, , , , , , ,8.4612,-35.1243,-23.2481,-9.1695,-6.8217,1.5102,7.4152,6.9533,8.2098,8.6421
ETSY US Equity,ETSY INC,-0.84,-0.07,-0.06,-0.04,0.01,-0.06,-0.02,-0.19,0,0.1,0.22,0.37,0.11,0.03,0.17,0.34, , , , , , , , , , ,87.9666,37.3345,43.1599,81.5283,115.1476,79.6097, , , ,-21.1212,-11.9885,-11.8484,-10.8473,-8.1578,-8.6234,-2.6045,3.9324,16.6617,16.0813,17.3025,16.8203,16.4395, , , ,-27.1956,-8.4793,-5.2345,-3.8217,-36.253,-29.3258,-27.2436,-22.25,-27.0412,28.0156,25.6196,21.8057,19.4264
ERE-U CN Equity,EUROPEAN COMMERCIAL REAL EST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-36.4382,-52.0849,-44.0949,-53.9418,-69.8982, , , , 
EVE CN Equity,EVE & CO INC, , , , , , , , ,-0.005,-0.005,0,-0.004,-0.005, ,-0.02,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-40.5243, , , , , , , , , , ,-36.6661,-43.2548,-48.1081,-53.9856,-67.0761,-40.5243, , , 
EVBG US Equity,EVERBRIDGE INC, , , , , , ,-0.18,-0.1,-0.23,-0.12,-0.15,-0.2,-0.43,-0.59,-0.29,-0.33, , , , , , , , , , , , , , , , , , , , , , , , , ,-79.1999,-35.9274,-20.5466,-25.7837,-38.3328,-42.403,-30.8023, , , , , , , ,-36.7,-39.0957,-38.3662,-35.0752,-34.717,-52.3208,-78.838,-91.6236,-96.8222
MRAM US Equity,EVERSPIN TECHNOLOGIES INC, , , , , , ,-0.54,-0.6838,-0.49,-0.42,-0.43,-0.3459,-0.09,-0.4,-0.33,-0.2482, , , , , , , , , , , , , , , , , , , , , , , ,-79.1873, ,-116.8975,-156.1324,-66.4999,-40.373,-47.3672,-52.4684,-55.4776, , , , , , , ,-36.8143,-47.246,-55.5044,-50.8711,-61.5095,-56.0146,-71.1521,-85.7451,-99.1705
EVFM US Equity,EVOFEM BIOSCIENCES INC,-3,-4.14,-7.56,-4.14,-2.64,-1.14,-1.02,-0.84,-18.84,-22.6817,-0.78,-1.0209,-4.62,-1.11,-0.71,-0.58, , , , , , , , , , , , , , , , , , ,-127.0145,-78.0396,-91.4944,-87.6946,-70.2301,-54.5305,-73.8771,-116.545,-163.7108,-213.8454, ,-994.1116, , , , , ,-96.9225,-109.6093,-108.0757,-88.4248,-37.0015,-46.4225,-58.2357,-32.949,-36.0734, ,-1640.2156, , 
EVH US Equity,EVOLENT HEALTH INC - A, ,25.69,-0.29,-0.1,-2.91,-0.2,-0.26,-0.33,-0.34,-0.28,-0.18,-0.18,-0.18,-0.13,-0.16,-0.21, , , , ,3.4868,50.6619,58.2402,45.5116, , , , , , , , , , , ,-8.3535,-53.0527,-24.6758,-24.8068,-23.0574,-8.3679,-9.1639,-8.1231,-6.1316,-5.402,-4.5232,-4.12, , , , , , ,-19.8093,-24.2294,-37.2139,-36.8212,-35.8892,-35.0718,-37.646,-6.2755,-5.1857,-4.7737, 
EVBC US Equity,EVOLUTION BLOCKCHAIN GROUP I,-0.08,-0.08,0,-0.0233,-0.08,0,0, , , , , ,0,0,-0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-37.2914,-35.8551,-42.0224,-37.6409,-39.5371, , , , 
EXDID US Equity,EXACTUS INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-37.5303,-95.6081,-95.4846,-122.5543,-147.8723, , , , 
XELAU US Equity,EXELA TECHNOLOGIES INC,-0.02,0,-0.01,-0.0107,-0.01,0.01,-0.18,-0.212,-0.5436,-0.28,-0.92,-0.4,-1.64,-0.17,-0.2,-0.54, , , , , , , , , , , , , , , , , , , , ,-0.161,-0.233,1.7147,4.3774,10.1353,9.7981,-4.964,-9.268,-12.6863,-12.354,-2.2146,-3.5743, , , , ,-0.0749,-0.0582,-3.5119,-37.9039,-35.4536,-25.8765,-25.406,-24.1378, , , , 
EXEO US Equity,EXEO ENTERTAINMENT INC,-0.01,-0.01,-0.01, , , , , ,-0.01,-0.01,-0.02,-0.0185,-0.01,-0.01,-0.01,-0.0121, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-38.4935,-38.9573,-34.9914,-33.7747,-26.537, , , , 
XOG US Equity,EXTRACTION OIL & GAS INC, , , , , , ,-0.11,-1.648,0.03,0.02,-0.2,-0.27,-0.32,0.03,0.3465,0.38, , , , , , , , , , , , , , ,28.3026,10.5063, , , , , , , , , ,-13.9253,-11.0019,0.491,3.0074,7.0607,10.4707,9.7306, , , , , , , ,-38.5063,-37.6179,-38.7025,-37.8782,-42.445,-8.3351,-8.1468,-2.26,4.5082
EYEG US Equity,EYEGATE PHARMACEUTICALS,-3.23,-0.24,-0.19,-0.3487,-0.3113,-0.46,-0.36,-0.3759,-0.28,-0.28,-0.24,-0.1635,-0.14,-0.07,-0.07,-0.0574, , , , , , , , , , , , , , , , , , ,-120.0816,-256.4437,-182.2637,-279.1381,-206.7591,-463.6044,-500.7694,-241.4416,-717.8779, ,-613.647,-134.0659,-189.6683,-260.2783, , , , ,-182.4593,-279.3624,-206.8748,-39.6607,-45.0759,-52.1227,-41.9102,-51.8264, ,-133.915,-188.7086, 
FIH/U CN Equity,FAIRFAX INDIA HO-SUB VTG SHS,0.06,-0.02,0.17,0.19,0.01,0.36,0.62,0.02,1.05,1.82,-0.36,0.597,0.19,-0.45,0.61,0.2809, , , ,25.25,31,14.3836,9.322,11.9358,6.5748,4.7201,7.3307,5.0956,8.3504, ,17.3549,20.8126, , , , ,-0.8772,0.1785,-0.0124,-0.0956,-3.516,-7.901,-6.236,-7.8343,-4.9735,-2.9979,-3.265,-1.9637, , , , ,3.6963,7.6539,11.9407,-39.6725,-30.8978,-64.4335,-60.877,-115.1169,16.5078,-0.2861,7.0517,4.5375
FWDR US Equity,FAIRWIND ENERGY INC,-0.01,-0.01,0,-0.0042,0,0,-0.03,-0.0191,-0.02,-0.03,-0.01,-0.0094,-0.01,-0.01,-3.74,-0.0015, , , , , , , , , , , , , , , , , , , , ,-327.5036,-239.912,-1113.4929,-7576.5581, , ,-7541.4907, , , , , , , , , ,-327.5036,-239.912,-1124.9532,-39.801,-40.0849,-42.5626,-45.0149,-52.0426, , , , 
FPI US Equity,FARMLAND PARTNERS INC,-0.02,0,0.04,0.04,-0.15,0,-0.06,0.26,-0.1,0.02,0.01,0.08,-0.08,-0.07,0.02,0.13, , , ,182.8333, , , ,223.2,111.7,72.7806,48.0286,5338.2534,445.2858, , , , ,0.9401,1.502,2.2246,1.6022,1.8349,1.5271,2.7144,1.7645,1.9893,2.4399,2.4938,2.5467,2.4439,2.3408,2.4987, ,-0.8127,0.0281,0.9257,-0.9026,-0.7808,-1.8195,-39.8356,-52.8777,-63.8813,-49.1433,-60.0739,0.2251,-0.7655,-0.6929,-0.1363
FBK US Equity,FB FINANCIAL CORP,0.6743,0.6505, ,0.53,0.8498,0.9182,0.07,0.38,0.4,0.44,0.28,0.75,0.65,0.72,0.69,0.55, , , , , , ,7.8488,11.2739,19.142,26.9683,20.4102,20.1568,17.4312,15.6644,14.7329,13.4712, , , , , , , ,7.9096,8.6146,6.1237,5.567,6.7991,9.263,9.4695,10.7907,9.0716, , , , , , , ,-40.5696,-69.1715,-76.4539,-75.1855,-87.2673,13.0923,12.8411,14.1189,12.6497
RACE US Equity,FERRARI NV,0.34,0.4,0.5,0.2844,0.41,0.52,0.59,0.5871,0.65,0.72,0.74,0.7179,0.78,0.85,1.52,1.0083, , , ,28.8134,23.0966,21.3582,25.1395,24.888,28.3335,28.8421,33.8312,31.122,33.408,37.706,38.1095,17.774, , , , ,11.1095, ,12.2797,19.1368,18.7002,20.8055,21.3509,24.0242,23.0886,24.2763,26.9429,27.8167, , , , ,23.5826, ,23.3425,-40.607,-53.459,-40.886,-54.8377,-35.3908,81.6693,81.3924,78.0455,73.7687
FGEN US Equity,FIBROGEN INC,-0.78,0.95,-0.74,-0.85,-0.45,0.39,-0.38,-0.5367,-0.52,-0.46,-0.32,-0.41,-0.5,-0.28,-0.5,0.25, , , , , , , , , , , , , , , , , ,-35.2986,-45.7255,-36.5367,-32.495,-32.6244,-27.7356,-24.0437,-28.9581,-35.9749,-24.1187,-26.4278,-30.0853,-25.5771,-22.2721,-13.7032, , , ,-43.0014,-39.379,-44.7671,-39.9607,-41.1621,-31.9161,-31.3891,-113.2715,-152.769,-41.7164,-33.9482,-27.0934,-16.6566
FSAM US Equity,FIFTH STREET ASSET MANAGEMEN,0.22,0.19,0.19,-0.2,-0.21,0.15,-0.04,-0.14,0.1,-0.06,-0.65, , , , , , , , ,4.8176,1.479,2.2092, , , , , , , , , , , ,39.599,7.7004,741.5045,55.7219,9.9803,-2.9311,-28.683,7.1526,-5.3623,955.7943, , , , , , ,-145.6926,-200.0626,49.0648,-0.6797,-5.7576,-31.4753,-41.3451,-47.507,-42.3321,-55.448,-20.6267, , , , 
FNGR US Equity,FINGERMOTION INC,0,0,0,0,0,0,0,-0.0006,0,-0.04,-0.04,-0.0001,0,-0.04,-0.03,-0.0961, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-96.68,-288.3265, , , , , , , , ,-41.4898,-46.4658,-52.672,-65.0481,-54.0851, , , , 
FSF CN Equity,FIRST ASSET GLOBAL FINANCIAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-41.9022,-44.5857,-43.4855,-24.9532,-23.246, , , , 
FDC US Equity,FIRST DATA CORP- CLASS A, , , ,-1.6,-0.06,0.17,0.15,0.21,0.04,0.2,0.32,1.03,0.11,0.37,0.43,0.17, , , , , , ,54.3341,21.0647,20.1164,22.5122,20.9626,17.6096,17.2376,21.4773,22.1636,16.4047,-8.5874,3.6043,3.8074,1.7435,1.7896,2.3128,3.1686,6.8756,7.0965,7.2819,7.3503,9.8991,9.9787,10.5456,10.3846,7.7352, , , , , , , ,-45.1132,-40.5832,-11.6527,-7.8663,-6.7405,64.7208,64.6225,58.1871,27.4403
FIFG US Equity,FIRST FOODS GROUP INC, , ,0, ,0,-0.11,0, ,-0.13,-0.13,-0.04, ,-0.03,-0.01,-0.02,-0.0535, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-46.1403,-56.9652,-83.3087,-76.7815,-68.1082, , , , 
FGBI US Equity,FIRST GUARANTY BANCSHARES IN,0.4298,0.4959,0.4959,0.3248,0.3727,0.5273,0.4,0.3778,0.3909,0.3455,0.3476,0.28,0.41,0.52,0.39,0.3,10.4958,9.1371,8.9163,9.7727,8.375,8.4833,9.1319,13.022,12.9929,16.3659,16.7577,18.3284,18.7912,16.7047,16.0562,14.3272,9.1515,9.6658,11.0803,11.3317,11.6045,10.913,10.4964,10.0795,11.116,9.2489,8.3978,7.9871,9.0803,8.4118,7.5084,7.7,11.6303,12.4993,13.1563,12.933,12.1543,12.5058,11.9402,-46.5668,-12.6002,-8.8219,-9.0548,-7.4353,9.0675,9.7815,9.8915,9.7594
FHB US Equity,FIRST HAWAIIAN INC,0.39, , , ,0.47,0.39,0.38,0.41,0.41,0.41,0.42,0.08,0.49,0.5,0.5,0.44, , , , , , , ,20.8042,18.6961,18.8992,18.3912,17.382,15.8187,15.6501,13.8709,11.481, , , , , , , ,8.8858,8.6562,9.0982,9.4385,8.3552,8.3983,8.5896,8.5508,10.3307, , , , , , , ,-46.9132,-51.9169,-58.3464,60.9205,67.3137,7.7544,8.2629,8.6341,10.4557
FNWB US Equity,FIRST NORTHWEST BANCORP, , ,-0.58,0.06,0.1,0.06,0.07,0.1,0.06,0.11,0.2,0.1,0.15,0.15,0.19,0.21, , , , , , ,38.9036,32.3238,38.0926,42.9375,31.4198,33.5532,30.7091,27.0678,26.5517,21.4928, , , ,-2.1119,-2.0082,-2.1583,1.2571,1.4943,1.4245,1.8697,2.2878,2.3454,2.4971,2.6936,2.5259,2.8243, , , ,-3.7471,-3.4368,-3.5832,1.8782,-47.0972,-43.6464,-39.3649,-37.7642,-29.1073,3.3023,3.6177,3.4756,4.0602
